Value	Count
72.0	79.0
64.0	74.0
44.0	64.0
24.0	64.0
120.0	64.0
92.0	63.0
88.0	63.0
100.0	63.0
13.0	62.0
84.0	59.0
76.0	59.0
108.0	56.0
40.0	52.0
132.0	51.0
96.0	51.0
112.0	49.0
32.0	46.0
60.0	43.0
56.0	42.0
124.0	41.0
104.0	40.0
125.0	40.0
138.0	39.0
160.0	36.0
68.0	36.0
28.0	35.0
140.0	35.0
208.0	33.0
128.0	33.0
80.0	32.0
150.0	32.0
236.0	31.0
36.0	31.0
176.0	30.0
116.0	30.0
136.0	29.0
224.0	27.0
228.0	27.0
148.0	26.0
232.0	26.0
179.0	26.0
195.0	25.0
16.0	25.0
50.0	24.0
203.0	24.0
255.0	24.0
219.0	24.0
168.0	23.0
191.0	23.0
284.0	23.0
156.0	22.0
154.0	22.0
412.0	22.0
267.0	22.0
258.0	21.0
129.0	21.0
226.0	20.0
98.0	20.0
436.0	19.0
134.0	19.0
243.0	18.0
188.0	18.0
205.0	18.0
175.0	18.0
180.0	18.0
183.0	18.0
440.0	18.0
279.0	17.0
149.0	16.0
383.0	16.0
170.0	16.0
152.0	16.0
166.0	16.0
164.0	16.0
348.0	16.0
31.0	15.0
308.0	15.0
167.0	15.0
171.0	15.0
349.0	15.0
102.0	15.0
201.0	15.0
270.0	15.0
240.0	14.0
249.0	14.0
142.0	14.0
34.0	14.0
216.0	14.0
174.0	14.0
10.0	14.0
420.0	13.0
280.0	13.0
320.0	13.0
261.0	13.0
304.0	13.0
504.0	13.0
372.0	13.0
402.0	13.0
144.0	13.0
580.0	13.0
213.0	13.0
62.0	13.0
173.0	12.0
368.0	12.0
294.0	12.0
117.0	12.0
146.0	12.0
275.0	12.0
244.0	12.0
352.0	12.0
61.0	12.0
341.0	12.0
295.0	12.0
145.0	11.0
360.0	11.0
222.0	11.0
21.0	11.0
385.0	11.0
37.0	11.0
461.0	11.0
482.0	11.0
508.0	11.0
415.0	11.0
53.0	11.0
234.0	11.0
8.0	11.0
276.0	11.0
230.0	11.0
312.0	11.0
397.0	11.0
110.0	11.0
73.0	10.0
337.0	10.0
97.0	10.0
94.0	10.0
223.0	10.0
143.0	10.0
534.0	10.0
338.0	10.0
105.0	10.0
399.0	10.0
345.0	10.0
172.0	10.0
192.0	10.0
158.0	10.0
90.0	10.0
298.0	10.0
93.0	9.0
856.0	9.0
422.0	9.0
374.0	9.0
211.0	9.0
916.0	9.0
207.0	9.0
274.0	9.0
577.0	9.0
262.0	9.0
525.0	9.0
290.0	9.0
364.0	9.0
121.0	9.0
428.0	9.0
538.0	9.0
408.0	9.0
251.0	9.0
395.0	9.0
157.0	9.0
18.0	9.0
521.0	8.0
65.0	8.0
469.0	8.0
210.0	8.0
381.0	8.0
737.0	8.0
671.0	8.0
317.0	8.0
25.0	8.0
339.0	8.0
496.0	8.0
354.0	8.0
291.0	8.0
181.0	8.0
515.0	8.0
82.0	8.0
256.0	8.0
133.0	8.0
77.0	8.0
306.0	8.0
356.0	8.0
453.0	8.0
302.0	8.0
271.0	8.0
241.0	8.0
319.0	8.0
551.0	8.0
340.0	7.0
431.0	7.0
564.0	7.0
79.0	7.0
194.0	7.0
286.0	7.0
27.0	7.0
632.0	7.0
81.0	7.0
363.0	7.0
342.0	7.0
718.0	7.0
460.0	7.0
130.0	7.0
481.0	7.0
43.0	7.0
137.0	7.0
126.0	7.0
296.0	7.0
334.0	7.0
378.0	7.0
473.0	7.0
259.0	7.0
592.0	6.0
658.0	6.0
106.0	6.0
204.0	6.0
118.0	6.0
474.0	6.0
297.0	6.0
69.0	6.0
206.0	6.0
215.0	6.0
475.0	6.0
470.0	6.0
784.0	6.0
74.0	6.0
448.0	6.0
292.0	6.0
418.0	6.0
526.0	6.0
101.0	6.0
197.0	6.0
570.0	6.0
657.0	6.0
590.0	6.0
221.0	6.0
265.0	6.0
237.0	6.0
376.0	6.0
729.0	6.0
330.0	6.0
921.0	6.0
568.0	6.0
9.0	6.0
55.0	5.0
227.0	5.0
127.0	5.0
498.0	5.0
466.0	5.0
424.0	5.0
442.0	5.0
186.0	5.0
619.0	5.0
177.0	5.0
370.0	5.0
41.0	5.0
190.0	5.0
212.0	5.0
818.0	5.0
505.0	5.0
488.0	5.0
151.0	5.0
437.0	5.0
162.0	5.0
634.0	5.0
608.0	5.0
648.0	5.0
459.0	5.0
248.0	5.0
375.0	5.0
678.0	5.0
1022.0	5.0
870.0	5.0
75.0	5.0
817.0	5.0
394.0	5.0
606.0	5.0
217.0	5.0
400.0	5.0
122.0	5.0
42.0	5.0
45.0	5.0
1001.0	5.0
689.0	5.0
602.0	5.0
187.0	5.0
506.0	5.0
346.0	5.0
840.0	5.0
457.0	5.0
960.0	5.0
350.0	5.0
485.0	5.0
724.0	5.0
685.0	5.0
704.0	4.0
560.0	4.0
358.0	4.0
530.0	4.0
683.0	4.0
646.0	4.0
1189.0	4.0
87.0	4.0
558.0	4.0
382.0	4.0
585.0	4.0
1069.0	4.0
733.0	4.0
868.0	4.0
414.0	4.0
486.0	4.0
67.0	4.0
572.0	4.0
491.0	4.0
476.0	4.0
540.0	4.0
766.0	4.0
49.0	4.0
359.0	4.0
107.0	4.0
287.0	4.0
529.0	4.0
550.0	4.0
636.0	4.0
7.0	4.0
184.0	4.0
141.0	4.0
78.0	4.0
245.0	4.0
163.0	4.0
429.0	4.0
421.0	4.0
185.0	4.0
782.0	4.0
189.0	4.0
322.0	4.0
964.0	4.0
479.0	4.0
451.0	4.0
640.0	4.0
316.0	4.0
1220.0	3.0
567.0	3.0
652.0	3.0
499.0	3.0
99.0	3.0
403.0	3.0
825.0	3.0
1021.0	3.0
679.0	3.0
643.0	3.0
1058.0	3.0
730.0	3.0
569.0	3.0
455.0	3.0
757.0	3.0
326.0	3.0
468.0	3.0
1109.0	3.0
645.0	3.0
535.0	3.0
1194.0	3.0
445.0	3.0
904.0	3.0
970.0	3.0
842.0	3.0
675.0	3.0
161.0	3.0
630.0	3.0
454.0	3.0
836.0	3.0
638.0	3.0
633.0	3.0
282.0	3.0
231.0	3.0
968.0	3.0
829.0	3.0
796.0	3.0
278.0	3.0
697.0	3.0
864.0	3.0
743.0	3.0
666.0	3.0
753.0	3.0
906.0	3.0
989.0	3.0
812.0	3.0
1201.0	3.0
830.0	3.0
452.0	3.0
501.0	3.0
29.0	3.0
235.0	3.0
416.0	3.0
325.0	3.0
15.0	3.0
517.0	3.0
247.0	3.0
601.0	3.0
109.0	3.0
263.0	3.0
14.0	3.0
344.0	3.0
113.0	3.0
406.0	3.0
462.0	3.0
384.0	3.0
519.0	3.0
202.0	3.0
801.0	3.0
776.0	3.0
46.0	3.0
353.0	3.0
70.0	3.0
642.0	3.0
272.0	3.0
566.0	2.0
1027.0	2.0
329.0	2.0
1252.0	2.0
518.0	2.0
510.0	2.0
764.0	2.0
1092.0	2.0
669.0	2.0
1335.0	2.0
896.0	2.0
593.0	2.0
1061.0	2.0
1157.0	2.0
1133.0	2.0
373.0	2.0
735.0	2.0
635.0	2.0
581.0	2.0
595.0	2.0
405.0	2.0
315.0	2.0
225.0	2.0
200.0	2.0
511.0	2.0
549.0	2.0
288.0	2.0
676.0	2.0
305.0	2.0
1121.0	2.0
888.0	2.0
943.0	2.0
925.0	2.0
672.0	2.0
545.0	2.0
379.0	2.0
839.0	2.0
1568.0	2.0
728.0	2.0
438.0	2.0
1385.0	2.0
877.0	2.0
991.0	2.0
1320.0	2.0
371.0	2.0
794.0	2.0
712.0	2.0
795.0	2.0
722.0	2.0
990.0	2.0
407.0	2.0
886.0	2.0
507.0	2.0
3873.0	2.0
1277.0	2.0
1447.0	2.0
512.0	2.0
1710.0	2.0
1176.0	2.0
721.0	2.0
684.0	2.0
680.0	2.0
1173.0	2.0
489.0	2.0
760.0	2.0
620.0	2.0
484.0	2.0
91.0	2.0
1080.0	2.0
793.0	2.0
1110.0	2.0
537.0	2.0
269.0	2.0
765.0	2.0
591.0	2.0
938.0	2.0
772.0	2.0
939.0	2.0
862.0	2.0
1079.0	2.0
1094.0	2.0
696.0	2.0
1090.0	2.0
688.0	2.0
1224.0	2.0
850.0	2.0
714.0	2.0
651.0	2.0
969.0	2.0
1101.0	2.0
670.0	2.0
914.0	2.0
999.0	2.0
1440.0	2.0
3208.0	2.0
998.0	2.0
1038.0	2.0
268.0	2.0
903.0	2.0
908.0	2.0
254.0	2.0
239.0	2.0
490.0	2.0
605.0	2.0
85.0	2.0
323.0	2.0
335.0	2.0
625.0	2.0
19.0	2.0
285.0	2.0
135.0	2.0
193.0	2.0
798.0	2.0
355.0	2.0
377.0	2.0
614.0	2.0
246.0	2.0
318.0	2.0
114.0	2.0
89.0	2.0
465.0	2.0
277.0	2.0
449.0	2.0
546.0	2.0
513.0	2.0
447.0	2.0
848.0	2.0
613.0	2.0
654.0	2.0
543.0	2.0
413.0	2.0
250.0	2.0
950.0	2.0
589.0	1.0
759.0	1.0
1254.0	1.0
918.0	1.0
997.0	1.0
1258.0	1.0
1349.0	1.0
749.0	1.0
1232.0	1.0
1159.0	1.0
900.0	1.0
1105.0	1.0
627.0	1.0
754.0	1.0
1045.0	1.0
1071.0	1.0
1010.0	1.0
758.0	1.0
639.0	1.0
1414.0	1.0
956.0	1.0
218.0	1.0
524.0	1.0
2037.0	1.0
1448.0	1.0
1938.0	1.0
1380.0	1.0
1754.0	1.0
1060.0	1.0
1177.0	1.0
996.0	1.0
2550.0	1.0
717.0	1.0
331.0	1.0
966.0	1.0
1004.0	1.0
1345.0	1.0
653.0	1.0
1721.0	1.0
1106.0	1.0
1688.0	1.0
1049.0	1.0
1067.0	1.0
976.0	1.0
1152.0	1.0
1300.0	1.0
1048.0	1.0
933.0	1.0
495.0	1.0
603.0	1.0
661.0	1.0
1019.0	1.0
1190.0	1.0
677.0	1.0
834.0	1.0
1257.0	1.0
804.0	1.0
1705.0	1.0
83.0	1.0
800.0	1.0
799.0	1.0
1743.0	1.0
520.0	1.0
1184.0	1.0
709.0	1.0
1517.0	1.0
1086.0	1.0
553.0	1.0
1450.0	1.0
940.0	1.0
477.0	1.0
880.0	1.0
972.0	1.0
1102.0	1.0
944.0	1.0
894.0	1.0
974.0	1.0
1056.0	1.0
778.0	1.0
1127.0	1.0
924.0	1.0
1740.0	1.0
813.0	1.0
571.0	1.0
2159.0	1.0
1032.0	1.0
667.0	1.0
811.0	1.0
1076.0	1.0
1314.0	1.0
2117.0	1.0
458.0	1.0
755.0	1.0
293.0	1.0
321.0	1.0
283.0	1.0
86.0	1.0
876.0	1.0
682.0	1.0
425.0	1.0
47.0	1.0
51.0	1.0
1120.0	1.0
609.0	1.0
987.0	1.0
544.0	1.0
579.0	1.0
681.0	1.0
159.0	1.0
1902.0	1.0
502.0	1.0
920.0	1.0
559.0	1.0
768.0	1.0
650.0	1.0
432.0	1.0
426.0	1.0
314.0	1.0
584.0	1.0
527.0	1.0
281.0	1.0
539.0	1.0
289.0	1.0
169.0	1.0
229.0	1.0
611.0	1.0
303.0	1.0
588.0	1.0
391.0	1.0
874.0	1.0
1124.0	1.0
1025.0	1.0
599.0	1.0
814.0	1.0
934.0	1.0
928.0	1.0
456.0	1.0
1156.0	1.0
443.0	1.0
404.0	1.0
826.0	1.0
786.0	1.0
196.0	1.0
655.0	1.0
869.0	1.0
119.0	1.0
660.0	1.0
35.0	1.0
1035.0	1.0
2083.0	1.0
946.0	1.0
439.0	1.0
1009.0	1.0
30.0	1.0
872.0	1.0
726.0	1.0
464.0	1.0
1135.0	-1.0
947.0	-1.0
805.0	-1.0
936.0	-1.0
533.0	-1.0
1129.0	-1.0
2002.0	-1.0
1248.0	-1.0
892.0	-1.0
977.0	-1.0
463.0	-1.0
587.0	-1.0
1170.0	-1.0
401.0	-1.0
756.0	-1.0
1073.0	-1.0
881.0	-1.0
875.0	-1.0
624.0	-1.0
692.0	-1.0
1197.0	-1.0
1044.0	-1.0
665.0	-1.0
1166.0	-1.0
1017.0	-1.0
1246.0	-1.0
802.0	-1.0
656.0	-1.0
770.0	-1.0
1126.0	-1.0
699.0	-1.0
740.0	-1.0
882.0	-1.0
629.0	-1.0
1042.0	-1.0
1803.0	-1.0
1278.0	-1.0
761.0	-1.0
647.0	-1.0
1574.0	-1.0
1187.0	-1.0
705.0	-1.0
822.0	-1.0
1119.0	-1.0
1536.0	-1.0
898.0	-1.0
713.0	-1.0
1113.0	-1.0
1024.0	-1.0
563.0	-1.0
710.0	-1.0
905.0	-1.0
824.0	-1.0
1211.0	-1.0
1395.0	-1.0
1088.0	-1.0
819.0	-1.0
388.0	-1.0
343.0	-1.0
561.0	-1.0
552.0	-1.0
832.0	-1.0
198.0	-1.0
780.0	-1.0
576.0	-1.0
123.0	-1.0
392.0	-1.0
17.0	-1.0
434.0	-1.0
178.0	-1.0
844.0	-1.0
487.0	-1.0
547.0	-1.0
396.0	-1.0
649.0	-1.0
417.0	-1.0
509.0	-1.0
446.0	-1.0
419.0	-1.0
435.0	-1.0
386.0	-1.0
736.0	-1.0
410.0	-1.0
575.0	-1.0
253.0	-1.0
988.0	-1.0
554.0	-1.0
333.0	-1.0
556.0	-1.0
890.0	-1.0
937.0	-1.0
536.0	-1.0
532.0	-1.0
393.0	-1.0
1117.0	-2.0
932.0	-2.0
993.0	-2.0
430.0	-2.0
578.0	-2.0
604.0	-2.0
845.0	-2.0
2472.0	-2.0
1077.0	-2.0
1033.0	-2.0
1236.0	-2.0
866.0	-2.0
668.0	-2.0
623.0	-2.0
762.0	-2.0
