Value	Count
32.0	102.0
92.0	95.0
176.0	84.0
44.0	83.0
40.0	83.0
76.0	82.0
148.0	81.0
132.0	81.0
108.0	79.0
84.0	77.0
180.0	76.0
124.0	76.0
152.0	75.0
72.0	75.0
136.0	74.0
112.0	73.0
120.0	73.0
188.0	73.0
100.0	73.0
128.0	71.0
168.0	71.0
104.0	70.0
160.0	70.0
88.0	69.0
64.0	69.0
164.0	64.0
232.0	63.0
216.0	63.0
228.0	62.0
200.0	62.0
284.0	60.0
256.0	60.0
208.0	60.0
224.0	57.0
96.0	56.0
212.0	54.0
312.0	54.0
192.0	54.0
272.0	53.0
204.0	52.0
268.0	51.0
80.0	51.0
36.0	49.0
144.0	49.0
196.0	49.0
116.0	48.0
156.0	48.0
140.0	48.0
240.0	47.0
172.0	46.0
236.0	45.0
125.0	45.0
288.0	45.0
308.0	44.0
184.0	44.0
68.0	43.0
220.0	43.0
150.0	43.0
279.0	42.0
292.0	42.0
276.0	40.0
264.0	39.0
260.0	39.0
316.0	39.0
248.0	37.0
296.0	37.0
304.0	37.0
179.0	36.0
280.0	36.0
372.0	34.0
245.0	32.0
244.0	32.0
324.0	31.0
129.0	31.0
243.0	31.0
145.0	30.0
300.0	30.0
138.0	30.0
252.0	29.0
142.0	28.0
154.0	28.0
170.0	28.0
416.0	28.0
158.0	27.0
356.0	27.0
149.0	26.0
262.0	26.0
121.0	26.0
195.0	26.0
399.0	26.0
201.0	25.0
191.0	24.0
519.0	24.0
350.0	24.0
226.0	23.0
662.0	23.0
332.0	23.0
449.0	23.0
580.0	23.0
555.0	23.0
287.0	23.0
360.0	22.0
141.0	22.0
162.0	22.0
440.0	22.0
502.0	22.0
479.0	21.0
856.0	21.0
98.0	21.0
320.0	20.0
506.0	20.0
376.0	20.0
383.0	20.0
776.0	20.0
171.0	20.0
187.0	20.0
102.0	20.0
359.0	19.0
258.0	19.0
568.0	19.0
517.0	19.0
428.0	19.0
325.0	19.0
406.0	19.0
547.0	19.0
560.0	18.0
251.0	18.0
110.0	18.0
551.0	18.0
381.0	18.0
733.0	18.0
294.0	18.0
303.0	18.0
363.0	18.0
340.0	18.0
632.0	18.0
213.0	18.0
203.0	17.0
521.0	17.0
137.0	17.0
458.0	17.0
163.0	17.0
217.0	17.0
908.0	17.0
408.0	17.0
402.0	16.0
364.0	16.0
636.0	16.0
117.0	16.0
581.0	16.0
354.0	16.0
13.0	16.0
334.0	16.0
712.0	16.0
559.0	16.0
539.0	15.0
457.0	15.0
844.0	15.0
299.0	15.0
342.0	15.0
266.0	15.0
515.0	15.0
60.0	15.0
321.0	15.0
768.0	15.0
432.0	15.0
306.0	15.0
896.0	14.0
453.0	14.0
500.0	14.0
230.0	14.0
527.0	14.0
470.0	14.0
133.0	14.0
118.0	14.0
337.0	14.0
348.0	14.0
848.0	14.0
219.0	14.0
283.0	14.0
241.0	14.0
486.0	14.0
925.0	14.0
