Brightness	Occurrences
7.0	13
144.0	11
196.0	10
116.0	9
72.0	9
172.0	8
168.0	8
148.0	7
108.0	7
6.0	7
164.0	6
3.0	5
96.0	5
100.0	5
216.0	5
120.0	5
4.0	5
30.0	5
84.0	5
80.0	4
76.0	4
14.0	4
156.0	4
124.0	4
48.0	3
92.0	3
8.0	3
60.0	3
192.0	3
380.0	3
152.0	3
132.0	3
204.0	2
492.0	2
208.0	2
5.0	2
1028.0	2
580.0	2
244.0	2
104.0	2
440.0	2
52.0	2
716.0	2
153.0	2
9.0	2
364.0	2
64.0	2
304.0	2
160.0	2
11.0	1
10.0	1
188.0	1
292.0	1
56.0	1
33.0	1
44.0	1
2.0	1
386.0	1
224.0	1
920.0	1
