Value	Count
6.0	60
7.0	45
4.0	42
5.0	41
9.0	37
17.0	37
16.0	33
26.0	33
32.0	28
11.0	28
54.0	28
41.0	27
55.0	26
8.0	26
39.0	26
272.0	25
62.0	25
14.0	25
19.0	25
10.0	24
50.0	23
400.0	23
12.0	23
70.0	22
13.0	22
232.0	22
183.0	22
18.0	22
422.0	21
44.0	21
139.0	21
36.0	21
253.0	20
145.0	20
162.0	20
21.0	20
173.0	20
93.0	20
576.0	20
2.0	20
80.0	20
22.0	19
33.0	19
29.0	19
42.0	19
51.0	19
27.0	19
40.0	19
35.0	19
102.0	18
266.0	18
100.0	18
251.0	18
49.0	18
352.0	18
28.0	18
164.0	18
309.0	18
66.0	17
60.0	17
59.0	17
321.0	17
286.0	17
20.0	17
271.0	17
63.0	17
3.0	17
75.0	17
296.0	16
144.0	16
282.0	16
103.0	16
724.0	16
288.0	16
219.0	16
48.0	16
626.0	16
65.0	16
213.0	16
56.0	16
519.0	16
249.0	16
386.0	16
319.0	16
94.0	15
110.0	15
313.0	15
153.0	15
218.0	15
329.0	15
64.0	15
358.0	15
86.0	15
167.0	15
474.0	15
126.0	15
161.0	15
201.0	15
477.0	15
131.0	15
210.0	15
47.0	15
449.0	15
227.0	15
260.0	15
385.0	14
105.0	14
87.0	14
136.0	14
23.0	14
306.0	14
98.0	14
280.0	14
257.0	14
25.0	14
240.0	14
342.0	14
118.0	14
69.0	14
24.0	14
470.0	14
336.0	14
374.0	14
416.0	14
345.0	14
558.0	14
404.0	14
194.0	14
188.0	14
134.0	14
502.0	13
398.0	13
330.0	13
220.0	13
344.0	13
401.0	13
89.0	13
325.0	13
241.0	13
472.0	13
315.0	13
772.0	13
187.0	13
78.0	13
76.0	13
338.0	13
596.0	13
373.0	13
304.0	13
130.0	13
526.0	13
148.0	13
34.0	13
217.0	13
312.0	13
30.0	13
72.0	13
74.0	13
433.0	13
516.0	13
587.0	13
429.0	13
101.0	13
732.0	12
500.0	12
482.0	12
228.0	12
221.0	12
129.0	12
