Value	Count
16.0	10.0
26.0	10.0
59.0	8.0
11.0	7.0
576.0	5.0
580.0	5.0
19.0	5.0
161.0	5.0
67.0	5.0
55.0	5.0
420.0	4.0
8.0	4.0
251.0	4.0
138.0	4.0
1189.0	4.0
170.0	4.0
712.0	4.0
989.0	4.0
817.0	4.0
664.0	4.0
105.0	3.0
354.0	3.0
155.0	3.0
44.0	3.0
877.0	3.0
473.0	3.0
453.0	3.0
53.0	3.0
460.0	3.0
856.0	3.0
297.0	3.0
13.0	3.0
850.0	3.0
827.0	2.0
34.0	2.0
972.0	2.0
522.0	2.0
363.0	2.0
524.0	2.0
305.0	2.0
75.0	2.0
1680.0	2.0
546.0	2.0
679.0	2.0
1224.0	2.0
569.0	2.0
274.0	2.0
454.0	2.0
484.0	2.0
146.0	2.0
429.0	2.0
1022.0	2.0
414.0	2.0
456.0	2.0
553.0	2.0
1240.0	2.0
696.0	2.0
521.0	2.0
921.0	2.0
407.0	2.0
964.0	2.0
737.0	2.0
778.0	2.0
237.0	2.0
491.0	2.0
870.0	2.0
368.0	2.0
641.0	2.0
355.0	2.0
159.0	2.0
716.0	2.0
278.0	2.0
630.0	2.0
728.0	2.0
839.0	2.0
373.0	2.0
1258.0	2.0
322.0	2.0
565.0	2.0
70.0	2.0
1060.0	1.0
293.0	1.0
880.0	1.0
303.0	1.0
1281.0	1.0
910.0	1.0
151.0	1.0
269.0	1.0
464.0	1.0
73.0	1.0
1152.0	1.0
173.0	1.0
685.0	1.0
900.0	1.0
632.0	1.0
631.0	1.0
741.0	1.0
639.0	1.0
277.0	1.0
126.0	1.0
638.0	1.0
326.0	1.0
1654.0	1.0
1120.0	1.0
615.0	1.0
530.0	1.0
549.0	1.0
529.0	1.0
731.0	1.0
435.0	1.0
421.0	1.0
585.0	1.0
1061.0	1.0
405.0	1.0
559.0	1.0
882.0	1.0
1297.0	1.0
574.0	1.0
814.0	1.0
261.0	1.0
749.0	1.0
793.0	1.0
478.0	1.0
718.0	1.0
467.0	1.0
606.0	1.0
1396.0	1.0
65.0	1.0
1160.0	1.0
577.0	1.0
1304.0	1.0
904.0	1.0
186.0	1.0
686.0	1.0
692.0	1.0
764.0	1.0
810.0	1.0
984.0	1.0
1176.0	1.0
27.0	1.0
2140.0	1.0
329.0	1.0
1498.0	1.0
545.0	1.0
1511.0	1.0
1034.0	1.0
744.0	1.0
687.0	1.0
83.0	1.0
1313.0	1.0
620.0	1.0
445.0	1.0
981.0	1.0
560.0	1.0
722.0	1.0
480.0	1.0
550.0	1.0
339.0	1.0
378.0	1.0
294.0	1.0
496.0	1.0
39.0	-1.0
713.0	-1.0
231.0	-1.0
197.0	-1.0
315.0	-1.0
1211.0	-1.0
527.0	-1.0
947.0	-1.0
561.0	-1.0
650.0	-1.0
1166.0	-1.0
755.0	-1.0
449.0	-1.0
463.0	-1.0
572.0	-1.0
82.0	-1.0
319.0	-1.0
1278.0	-1.0
323.0	-1.0
380.0	-1.0
858.0	-1.0
307.0	-1.0
388.0	-1.0
1574.0	-1.0
538.0	-1.0
647.0	-1.0
351.0	-1.0
448.0	-1.0
206.0	-1.0
953.0	-1.0
805.0	-1.0
626.0	-1.0
506.0	-1.0
24.0	-1.0
611.0	-1.0
798.0	-1.0
733.0	-1.0
898.0	-1.0
558.0	-1.0
415.0	-1.0
594.0	-1.0
828.0	-1.0
210.0	-1.0
602.0	-1.0
381.0	-1.0
425.0	-1.0
601.0	-1.0
683.0	-1.0
646.0	-1.0
562.0	-1.0
784.0	-1.0
47.0	-1.0
1088.0	-1.0
353.0	-1.0
331.0	-1.0
770.0	-1.0
635.0	-1.0
881.0	-1.0
756.0	-1.0
379.0	-1.0
1009.0	-1.0
672.0	-1.0
1092.0	-1.0
806.0	-1.0
1803.0	-1.0
656.0	-1.0
916.0	-1.0
892.0	-1.0
1013.0	-1.0
1121.0	-1.0
511.0	-1.0
551.0	-1.0
629.0	-1.0
599.0	-1.0
1044.0	-1.0
